"id","name","organisation","startdate","enddate","number_of_participants","number_of_waste_bags","kg_of_collected_waste","handout_gloves","handout_wastebags","municipality","county","municipality_name","county_name","meters_cleaned_beach","teiner","oljefat","fulle_soppelbotter","avfallsstasjon","kloakkutslipp","dumpet_avfall","serveringssteder","turisme","biltrafikk","havn","landbruk","fiskeri_havbruk","bygg_anlegg","geom_wkt","personal_use","fisheries","industrial","hygiene","others","created_at","created_by","updated_at","updated_by"
"8461","Rydde Rekvika på Andammen","Ren Kyst","18/7/2022 02:00:00","19/7/2022 02:00:00","2","1","15","0","0","5423","54","Karlsøy","Troms og Finnmark","547",,"0",,,,,,,,,,"1",,"POINT(18.8077865977546 70.1131297617346)","16","31","1","3","12","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"8465","Rydde Kleiva og løp.","","17/7/2022 02:00:00","17/7/2022 02:00:00","2","3","30","0","0","1804","18","Bodø","Nordland","61",,"0",,,,"1",,"1","1","1","1",,,"POINT(14.4571779390197 67.3211616464529)","19","20","3","0","12","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"8476","Rydde Sandstrand","","15/7/2022 02:00:00","15/7/2022 02:00:00","2","1","40","0","0","5412","54","Tjeldsund","Troms og Finnmark","1407",,"0",,,,,,,,,,,,"POINT(16.7729254988893 68.6778444063235)","16","30","10","1","16","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"8477","Rydde Ullasundet","","15/7/2022 02:00:00","15/7/2022 02:00:00","2","1","10","0","0","1507","15","Ålesund","Møre og Romsdal","139",,"0",,,,,,"1",,"1",,,,"POINT(6.16918673903101 62.6841518946126)","11","2","1","0","12","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"8553","Rydde Skadjanjárga","","4/7/2022 02:00:00","14/7/2022 02:00:00","4","4","520","1","1","5436","54","Porsanger","Troms og Finnmark","1238",,"0",,,,"1",,"1",,"1",,,,"POINT(25.1218386401915 70.2868500499545)","30","82","9","0","29","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"8566","Rydde Sáttogohppi/Sandbukta","Hold Norge Rent","2/7/2022 02:00:00","31/8/2022 02:00:00","5","58","1500","1","1","5440","54","Berlevåg","Troms og Finnmark","376",,"0","1",,,,,"1",,"1",,"1",,"POINT(29.3989547274137 70.6917113320532)","28","583","100","3","741","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"8571","Rydde Malangsveien ved grustaket","Ren Kyst","1/7/2022 02:00:00","21/7/2022 02:00:00","1","0","1","0","0","5422","54","Balsfjord","Troms og Finnmark","1293",,"0",,,,,,,,,,,,"POINT(18.466697994472 69.5135954201812)","4","2","6","0","2","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"8574","Rydde Sårevågvegen","","1/7/2022 02:00:00","31/12/2022 01:00:00","1","15","150","0","0","1149","11","Karmøy","Rogaland","1309",,"0",,,,,,,,,,,,"POINT(5.19216671554557 59.2836331945362)","210","568","0","70","200","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"8582","Rydde Mulstøa","Clean Up Lofoten (Lofoten Avfallsselskap IKS)","30/6/2022 02:00:00","30/6/2022 02:00:00","2","0","5","0","0","1859","18","Flakstad","Nordland","0",,"0",,,,,,,,,,,,"POINT(13.1325695421647 68.1132597112307)","61","4","4","5","1","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"8602","Rydde Straumen landskapsvernområde 2022","Hold Norge Rent","29/6/2022 02:00:00","30/6/2022 02:00:00","3","32","400","1","1","5440","54","Berlevåg","Troms og Finnmark","1203",,"0","1",,,"1",,"1",,"1",,"1","1","POINT(29.3758110372584 70.6988072537446)","311","455","61","8","243","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"8621","Rydde i lykken under vann","","28/6/2022 02:00:00","28/6/2022 02:00:00","10","33","330","0","0","3025","30","Asker","Viken","70",,"0","0","0","0","0","0","0","0","0","0","0","0","POINT(10.5408380627184 59.6942184989365)","44","5","7","14","13","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"8645","Rydde Gjærlen tunet strand. ","","26/6/2022 02:00:00","26/6/2022 02:00:00","1","2","2","1","1","1804","18","Bodø","Nordland","0",,"0",,,,,,,,,,,,"POINT(14.4104893540121 67.1841190862)","35","24","7","2","22","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"8646","V&I 1 Rørvikvatnet, Vågan, Nordland ","Hold Norge Rent","26/6/2022 02:00:00","26/6/2022 02:00:00","2","1","12","1","1","1865","18","Vågan","Nordland","0",,"0",,,,,,,"1",,,,,"POINT(14.2470839854966 68.2066161838435)","50","2","7","7","10","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"8672","Rydde Hjelpskjæret ","","22/6/2022 02:00:00","22/6/2022 02:00:00","5","30","307","0","0","3025","30","Asker","Viken","100",,"0","0","0","0","0","0","0","0","0","0","0","0","POINT(10.5408666729473 59.6936602577799)","20","4","12","0","12","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"8674","Rydde Rekvika - Skulsfjord","Ren Kyst","22/6/2022 02:00:00","22/6/2022 02:00:00","5","22","220","0","0","5401","54","Tromsø","Troms og Finnmark","566",,"0",,,,,,,,"1",,"1",,"POINT(18.7315820981976 69.8062219608961)","504","2266","825","27","1126","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"8725","Rydde Stranda under fjellet","Clean Up Lofoten (Lofoten Avfallsselskap IKS)","20/6/2022 02:00:00","20/6/2022 02:00:00","30","4","40","0","0","1865","18","Vågan","Nordland","610",,"0",,,,,,,,,,,,"POINT(14.6077469627305 68.2433582919742)","312","102","104","42","88","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"8726","Rydde Stor-Dallvika","Clean Up Lofoten (Lofoten Avfallsselskap IKS)","20/6/2022 02:00:00","20/6/2022 02:00:00","16","10","100","0","0","1865","18","Vågan","Nordland","410",,"0",,,,,,,,,,,,"POINT(14.3593030830375 68.1918528583362)","16","27","52","0","2","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"8757","Rydde Sandstrand","","19/6/2022 02:00:00","19/6/2022 02:00:00","2","1","5","0","0","5412","54","Tjeldsund","Troms og Finnmark","1378",,"0",,,,,,,,,,,,"POINT(16.7667104791121 68.677235579688)","10","11","3","0","34","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"8761","Rydde Mandalselva","Norges Dykkeforbund","18/6/2022 02:00:00","18/6/2022 02:00:00","22","170","1700","1","1","4205","42","Lindesnes","Agder","1059",,"0",,,,,"1","1",,,,"1",,"POINT(7.45919722113854 58.0286202640783)","2","14","7","0","63","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"8778","Strand rydding Mjelle","","17/6/2022 02:00:00","17/6/2022 02:00:00","7","2","20","1","1","1804","18","Bodø","Nordland","61",,"0","1",,,,,"1",,,"1","1","1","POINT(14.635619198243 67.4274200325817)","50","50","1","13","34","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"8794","Rydde Storhaugen Marfo intern rydding ","","16/6/2022 02:00:00","21/6/2022 02:00:00","11","22","220","1","1","1865","18","Vågan","Nordland","279",,"0","0","0","0","0","0","0","0","0","0","0","0","POINT(14.7449501743061 68.2593938546589)","162","154","145","1","312","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"8808","Rydde Sandfjorden landskapsvernområde","Masternes Gjenvinning AS","15/6/2022 02:00:00","15/6/2022 02:00:00","17","52","550","1","1","5440","54","Berlevåg","Troms og Finnmark","1202",,"0",,,,,,"1","1","1",,"1",,"POINT(29.2628784009171 70.7978633009715)","497","1181","248","43","543","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"8818","Strandrydding fra foten av Sortlandsbrua og nordover","","15/6/2022 02:00:00","15/6/2022 02:00:00","25","30","320","0","1","1870","18","Sortland","Nordland","1400",,"0",,,,,"1",,"1",,"1",,,"POINT(15.4150038533347 68.711016729018)","109","30","20","2","5","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"8822","Rydde Sandstrand","","15/6/2022 02:00:00","15/6/2022 02:00:00","3","1","10","0","0","5412","54","Tjeldsund","Troms og Finnmark","1467",,"0",,,,,,,,,,,,"POINT(16.7706528331811 68.6775210610688)","17","6","0","6","22","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"8833","Rydde Hjelpskjæret ","","14/6/2022 02:00:00","14/6/2022 02:00:00","4","18","186","0","0","3025","30","Asker","Viken","50",,"0","0","0","0","0","0","0","0","0","0","0","0","POINT(10.5397222637871 59.6937565071621)","16","5","3","3","5","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"8864","Dykkingendsdag - Rydde Grønnes","Norges Dykkeforbund","11/6/2022 02:00:00","11/6/2022 02:00:00","15","20","200","0","0","4207","42","Flekkefjord","Agder","21",,"0",,,,,,,,,,,,"POINT(6.6586893284235 58.2878896004531)","25","1","0","0","5","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"8870","Rydde fra Vadskjæret til Karistranda frem til kanalen under vann.","","11/6/2022 02:00:00","11/6/2022 02:00:00","28","80","800","1","1","3805","38","Larvik","Vestfold og Telemark","667",,"0",,,"1","1","1","1",,"1",,"1",,"POINT(10.028997199997 59.0496770106542)","131","12","4","19","72","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"8882","Rydde Sandstrand","","10/6/2022 02:00:00","10/6/2022 02:00:00","2","1","10","0","0","5412","54","Tjeldsund","Troms og Finnmark","499",,"0",,,,,,,,,,,,"POINT(16.7796030948099 68.6787319017604)","1","2","1","0","6","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"8884","Tjørevika","","10/6/2022 02:00:00","10/6/2022 02:00:00","5","2","20","1","1","4626","46","Øygarden","Vestland","4",,"0",,,,,,,,,,,,"POINT(4.9616403778374 60.4394868964184)","19","212","7","20","100","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"8887","Kjøtta/Kjøttakalven","","10/6/2022 02:00:00","10/6/2022 02:00:00","11","11","152","1","1","5402","54","Harstad","Troms og Finnmark","0",,"0",,,,,,,,,,,,"POINT(16.6999784589776 68.8775472609746)","24","114","37","10","210","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"8971","Rydding i havnebassenget i Nyksund","Norges Dykkeforbund","6/6/2022 02:00:00","6/6/2022 02:00:00","23","50","500","0","1","1868","18","Øksnes","Nordland","49",,"0",,,"1","1","1","1",,"1",,"1","1","POINT(15.0115081586103 68.9950753287568)","12","6","5","1","6","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"8982","Rydde Maraskjeret","","5/6/2022 02:00:00","5/6/2022 02:00:00","2","2","20","1","1","1103","11","Stavanger","Rogaland","175",,"0",,,,,,,,,,,,"POINT(5.70833192231984 58.9998922917052)","42","27","11","16","40","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"8986","Rydde Hermit Crab Beach","","5/6/2022 02:00:00","5/6/2022 02:00:00","3","1","10","0","0","1507","15","Ålesund","Møre og Romsdal","130",,"0",,,,,,,,,,,,"POINT(6.4782009525596 62.5039502201528)","6","7","14","0","8","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9025","Rydde Nordjorda","","2/6/2022 02:00:00","2/6/2022 02:00:00","1","4","40","0","1","1867","18","Bø","Nordland","0",,"0",,,,,,,,,,,,"POINT(14.4722125460848 68.758414731001)","2","26","3","0","10","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9026","Rydde Ormhelleren","","2/6/2022 02:00:00","2/6/2022 02:00:00","25","7","70","0","0","4626","46","Øygarden","Vestland","0",,"0",,,,,,,,,,,,"POINT(4.91914724679293 60.4960359255474)","123","194","2","6","4","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9030","Rydde Mofjæro på Visthus","","2/6/2022 02:00:00","2/6/2022 02:00:00","5","10","100","1","1","1816","18","Vevelstad","Nordland","555",,"0",,,,,,,,,,,,"POINT(12.6099806993903 65.7157455682288)","4","55","3","0","26","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9033","Rydde Følstadvika","Clean Up Lofoten (Lofoten Avfallsselskap IKS)","2/6/2022 02:00:00","2/6/2022 02:00:00","11","39","740","0","0","1865","18","Vågan","Nordland","497",,"0",,,,,,,,,,,,"POINT(14.723611454215 68.280673997578)","153","288","110","13","19","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9040","Rydde Ytre Voie","Clean Up Lofoten (Lofoten Avfallsselskap IKS)","2/6/2022 02:00:00","17/7/2022 02:00:00","2","10","80","0","0","1860","18","Vestvågøy","Nordland","1879",,"0",,,,,,,,,,,,"POINT(13.4809615814452 68.1726954280858)","78","585","99","2","14","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9060","Rydde Storbakken - Mathiselv bru","","1/6/2022 02:00:00","1/6/2022 02:00:00","1","3","30","0","0","5403","54","Alta","Troms og Finnmark","0",,"0",,,,,,"1","1",,,,,"POINT(23.0202932455866 69.9179829349894)","130","4","2","20","59","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9064","Lokøy ","","1/6/2022 02:00:00","13/6/2022 02:00:00","4","5","50","1","1","4626","46","Øygarden","Vestland","176",,"0",,,,,,,,,,,,"POINT(4.95873822106269 60.3242766808691)","75","30","6","2","42","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9066","Rydde Ramsjordveien","","1/6/2022 02:00:00","1/6/2022 02:00:00","2","12","120","0","0","4225","42","Lyngdal","Agder","34",,"0",,,,,,,,,,"0",,"POINT(6.98723915389511 58.0303382356889)","562","734","263","0","1527","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9089","Rydde Lokknesveien","Hold Norge Rent","31/5/2022 02:00:00","31/5/2022 02:00:00","33","20","200","1","1","5014","50","Frøya","Trøndelag","276",,"0",,,,,,,,,,,,"POINT(8.6934147329217 63.6827939986886)","21","275","23","3","8","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9112","Rydde Falkbergbukta","","30/5/2022 02:00:00","30/5/2022 02:00:00","22","40","960","1","1","5435","54","Nordkapp","Troms og Finnmark","2898",,"0",,,,,,,,,,"1",,"POINT(26.0263217421172 71.0129824078185)","125","68","68","5","68","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9113","Rydde Kårvikva","Senja kommune","30/5/2022 02:00:00","7/6/2022 02:00:00","27","35","350","1","1","5421","54","Senja","Troms og Finnmark","4708",,"0",,"0",,"1",,,,,"1","1",,"POINT(18.0952773472464 69.3779960886704)","62","68","29","0","25","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9129","Rydde Forsølbukta","","30/5/2022 02:00:00","30/5/2022 02:00:00","41","53","520","1","1","5406","54","Hammerfest","Troms og Finnmark","746",,"0",,,,"1",,"1",,,,"1","1","POINT(23.7992289682007 70.719590930373)","96","220","103","0","4","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9158","Rydde Ramsjordveien","","29/5/2022 02:00:00","29/5/2022 02:00:00","2","14","140","0","0","4225","42","Lyngdal","Agder","17",,"0",,,,,,,,,,,,"POINT(6.9855280773635 58.0311606312091)","377","793","99","20","801","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9188","Rydde Jektvik","Clean Up Lofoten (Lofoten Avfallsselskap IKS)","26/5/2022 02:00:00","30/6/2022 02:00:00","1","4","40","0","0","1860","18","Vestvågøy","Nordland","399",,"0",,,,,,,,,,,,"POINT(13.6406357629753 68.0980651620762)","64","150","8","3","1","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9201","Rydde Kobbernesfjæra","","25/5/2022 02:00:00","25/5/2022 02:00:00","17","12","190","1","1","5403","54","Alta","Troms og Finnmark","91",,"0",,,,"1",,"0",,,,"1",,"POINT(23.3725106299765 70.1240153542907)","22","26","29","1","6","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9208","Rydde indre havn Ramberg","Clean Up Lofoten (Lofoten Avfallsselskap IKS)","25/5/2022 02:00:00","25/5/2022 02:00:00","8","22","220","0","0","1859","18","Flakstad","Nordland","1699",,"0",,,,,,,,,,,,"POINT(13.2235638734483 68.0875762597344)","1","32","2","0","3","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9238","Rydde Apanesveien","","23/5/2022 02:00:00","23/5/2022 02:00:00","55","6","60","1","1","5403","54","Alta","Troms og Finnmark","49",,"0",,,"1",,,"1",,,,"1","1","POINT(23.2054611854121 69.9570112914181)","89","197","24","1","6","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9245","Rydde Nesjeøyveien","Clean Up Lofoten (Lofoten Avfallsselskap IKS)","22/5/2022 02:00:00","22/5/2022 02:00:00","2","16","160","0","0","1860","18","Vestvågøy","Nordland","5791",,"0",,,,,,,,,,,,"POINT(13.7354826351515 68.2857622351919)","58","50","15","2","16","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9247","Rydde Kvalvika","Clean Up Lofoten (Lofoten Avfallsselskap IKS)","22/5/2022 02:00:00","22/5/2022 02:00:00","18","124","1246","0","0","1859","18","Flakstad","Nordland","457",,"0",,,,,,,,,,,,"POINT(13.0967079440715 68.0769385906991)","822","1103","115","41","49","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9251","Rydde Kjepsø","","22/5/2022 02:00:00","22/5/2022 02:00:00","2","6","60","0","0","4225","42","Lyngdal","Agder","212",,"0",,,,,,,,,,,,"POINT(6.98844298055376 58.0189592746838)","1","113","15","0","141","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9261","Rydde Nodeviga og Gravane småbåthavn","Norges Dykkeforbund","21/5/2022 02:00:00","21/5/2022 02:00:00","19","132","1320","1","1","4204","42","Kristiansand","Agder","626",,"0",,,,,,,,,,,,"POINT(7.9991780868902 58.1407059438086)","112","30","6","0","37","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9280","Mikroplastplukking Bygdøynes","","20/5/2022 02:00:00","20/5/2022 02:00:00","1","0","2","0","0","301","3","Oslo","Oslo","12",,"0",,,"1",,,,,,,,"1","POINT(10.7004431278525 59.902923877528)","108","200","669","53","600","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9290","Tollevikbakken","","20/5/2022 02:00:00","20/5/2022 02:00:00","57","7","73","1","1","5403","54","Alta","Troms og Finnmark","119",,"0",,,,,,"1",,,,"1","1","POINT(23.25732241598 69.9763569366714)","50","56","7","1","5","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9291","Rydde Bunes","Clean Up Lofoten (Lofoten Avfallsselskap IKS)","20/5/2022 02:00:00","20/5/2022 02:00:00","15","83","830","0","0","1874","18","Moskenes","Nordland","1068",,"0",,,,,,,,,,,,"POINT(12.9639091912784 67.9781551975519)","581","697","144","120","87","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9293","Rydde Bergsøya og Sandberg","Clean Up Lofoten (Lofoten Avfallsselskap IKS)","20/5/2022 02:00:00","20/5/2022 02:00:00","3","4","40","0","0","1860","18","Vestvågøy","Nordland","2318",,"0",,,,,,,,,,,,"POINT(13.6207237110259 68.1202638324345)","136","1111","221","17","415","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9294","Rydde Kvaløyvegen","","20/5/2022 02:00:00","23/5/2022 02:00:00","25","17","170","1","1","5401","54","Tromsø","Troms og Finnmark","346",,"0",,,,,,,,,,,,"POINT(18.8985130806419 69.6785003113396)","339","85","43","25","1488","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9323","Medbyfjæra","Hålogaland Ressursselskap IKS Hålogaland Ressursselskap IKS","18/5/2022 02:00:00","18/5/2022 02:00:00","9","12","80","0","0","1806","18","Narvik","Nordland","0",,"0","1",,,"1",,,"1",,,"1","1","POINT(17.5714458093083 68.5407547609734)","103","105","62","32","108","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9345","Rydde Kjellviga","Våre Strender","18/5/2022 02:00:00","18/5/2022 02:00:00","5","1","4","1","1","4202","42","Grimstad","Agder","27",,"0",,,,,,,,,,,,"POINT(8.60117827810646 58.3454508944068)","8","2","1","0","2","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9370","Rydde V bay","","17/5/2022 02:00:00","17/5/2022 02:00:00","2","2","20","0","0","1507","15","Ålesund","Møre og Romsdal","126",,"0",,,,,,"1",,"1",,"1","1","POINT(6.45636174433428 62.5025767207611)","26","17","92","2","121","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9372","Rydde Bay Namjoon","","16/5/2022 02:00:00","28/7/2022 02:00:00","2","12","120","0","0","1507","15","Ålesund","Møre og Romsdal","20",,"0",,"1",,,,,,"1",,"1","1","POINT(6.44345566243708 62.5031690630096)","64","60","92","6","860","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9381","Rydde agnefest ","Norges Dykkeforbund","15/5/2022 02:00:00","15/5/2022 02:00:00","25","290","2900","1","1","4225","42","Lyngdal","Agder","50",,"0",,,,,,"1",,"1",,"1",,"POINT(7.04527644066577 58.1200479724309)","1","14","1","0","50","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9393","Rydde Vestervika","Clean Up Lofoten (Lofoten Avfallsselskap IKS)","14/5/2022 02:00:00","15/5/2022 02:00:00","20","138","1384","0","0","1859","18","Flakstad","Nordland","649",,"0",,,,,,,,,,,,"POINT(13.0768473222289 68.0713567487242)","2365","1022","1982","316","2278","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9397","Rydde Bjørnøyhavna","Clean Shores Global","14/5/2022 02:00:00","14/5/2022 02:00:00","9","7","70","0","0","1103","11","Stavanger","Rogaland","155",,"0",,,,,,,,,,,,"POINT(5.7591780094432 58.9953700103707)","62","13","13","1","14","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9403","Rydde Kuhella","","14/5/2022 02:00:00","14/5/2022 02:00:00","20","100","1000","1","1","1859","18","Flakstad","Nordland","50",,"0",,,,,,"1",,"1",,"1",,"POINT(13.07895901256 68.0721780800983)","143","456","270","56","646","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9410","Rydde deler av Gåsvær","","14/5/2022 02:00:00","14/5/2022 02:00:00","4","2","23","0","0","5401","54","Tromsø","Troms og Finnmark","4",,"0",,,,,,"0",,,,,,"POINT(18.6723721422161 69.8931881137071)","36","21","11","2","67","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9411","Rydde Vareide","Clean Up Lofoten (Lofoten Avfallsselskap IKS)","14/5/2022 02:00:00","14/5/2022 02:00:00","5","12","120","0","0","1859","18","Flakstad","Nordland","1908",,"0",,,,,,,,,,,,"POINT(13.340148085409 68.1172544090768)","75","77","4","5","7","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9420","Rydde Midnattsolveien","Clean Up Lofoten (Lofoten Avfallsselskap IKS)","14/5/2022 02:00:00","12/10/2022 02:00:00","2","20","200","0","0","1865","18","Vågan","Nordland","933",,"0",,,,,,,,,,,,"POINT(14.4752243727539 68.3930509172632)","327","3027","177","28","983","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9460","Rydde Vevelstad","","12/5/2022 02:00:00","12/5/2022 02:00:00","50","19","190","1","1","1816","18","Vevelstad","Nordland","2073",,"0",,,,,,,,,,,,"POINT(12.4344947601745 65.6969895367521)","21","5","10","0","29","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9471","Kveitavika Langøy ","","12/5/2022 02:00:00","14/5/2022 02:00:00","2","4","40","1","1","4626","46","Øygarden","Vestland","24",,"0",,,,,,,,,,,,"POINT(4.97652339693961 60.3358522921277)","47","18","4","0","65","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9499","Rydde Hopsrenna, Valen","","11/5/2022 02:00:00","11/5/2022 02:00:00","51","22","225","1","1","5421","54","Senja","Troms og Finnmark","3216",,"0",,,"1","1",,"1","1","1",,"1","1","POINT(17.4900045767212 69.5014205643775)","50","26","21","3","11","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9520","Rydde Sennesvika","Clean Up Lofoten (Lofoten Avfallsselskap IKS)","10/5/2022 02:00:00","10/5/2022 02:00:00","1","1","260","0","0","1860","18","Vestvågøy","Nordland","372",,"0",,,,,,,,,,,,"POINT(13.7138261472016 68.1138565920385)","3","11","5","0","6","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9544","Rydde Hunsdalen","","9/5/2022 02:00:00","9/5/2022 02:00:00","2","17","170","0","0","4225","42","Lyngdal","Agder","166",,"0",,,,,,,,,,,,"POINT(7.00266057033642 58.0321822640069)","184","110","79","0","305","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9566","Rydde Meridiangata","","9/5/2022 02:00:00","9/5/2022 02:00:00","4","8","200","1","1","5406","54","Hammerfest","Troms og Finnmark","0",,"0",,,,,,,,"1",,,"1","POINT(23.6607713175248 70.6703830877592)","167","241","143","6","17","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9567","Rydde Sandstrand","","9/5/2022 02:00:00","9/5/2022 02:00:00","2","2","10","0","0","5412","54","Tjeldsund","Troms og Finnmark","563",,"0","1","1",,,,,,,,,,"POINT(16.7735966449298 68.6780616468418)","25","5","2","0","12","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9579","Rydde Sund","Clean Up Lofoten (Lofoten Avfallsselskap IKS)","8/5/2022 02:00:00","8/5/2022 02:00:00","16","25","250","0","0","1859","18","Flakstad","Nordland","2503",,"0",,,,,,,,,,,,"POINT(13.2058017219207 68.0072550161748)","110","238","46","4","39","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9598","Rydde Langøysundet","Fjordane Friluftsråd","7/5/2022 02:00:00","9/5/2022 02:00:00","11","20","200","1","1","4602","46","Kinn","Vestland","5146",,"0",,,,,,"1","1","1",,"1",,"POINT(5.09321430387105 61.5560034553469)","104","323","63","0","60","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9604","Rydde valbergveien 981-999","Clean Up Lofoten (Lofoten Avfallsselskap IKS)","7/5/2022 02:00:00","7/5/2022 02:00:00","3","3","30","0","0","1860","18","Vestvågøy","Nordland","1307",,"0",,,,,,,,,,,,"POINT(13.8935033386835 68.1970304077378)","105","144","72","15","12","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9605","Rydde Lily & Arnes strand","","7/5/2022 02:00:00","7/5/2022 02:00:00","3","3","15","0","0","1507","15","Ålesund","Møre og Romsdal","540",,"0",,,,,,,,,,,,"POINT(6.45716294865812 62.4959526366399)","5","2","7","0","20","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9646","Rydde Sandøya","Clean Up Lofoten (Lofoten Avfallsselskap IKS)","5/5/2022 02:00:00","26/5/2022 02:00:00","1","20","200","0","0","1860","18","Vestvågøy","Nordland","3676",,"0",,,,,,,,,,,,"POINT(13.888612180345 68.3418441297493)","210","50","28","6","9","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9688","Rydde Holsøya","Clean Up Lofoten (Lofoten Avfallsselskap IKS)","4/5/2022 02:00:00","6/5/2022 02:00:00","40","27","270","0","0","1860","18","Vestvågøy","Nordland","2670",,"0",,,,,,,,,,,,"POINT(13.6108574797446 68.1247964582516)","832","460","203","17","834","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9719","Årungen og Syverudbekken","","2/5/2022 02:00:00","2/5/2022 02:00:00","9","7","100","0","0","3021","30","Ås","Viken","0",,"0",,"1",,"1",,"1","1",,,,,"POINT(10.7485964385258 59.6898426602774)","72","14","13","4","56","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
