"id","name","organisation","startdate","enddate","number_of_participants","number_of_waste_bags","kg_of_collected_waste","handout_gloves","handout_wastebags","municipality","county","municipality_name","county_name","meters_cleaned_beach","teiner","oljefat","fulle_soppelbotter","avfallsstasjon","kloakkutslipp","dumpet_avfall","serveringssteder","turisme","biltrafikk","havn","landbruk","fiskeri_havbruk","bygg_anlegg","geom_wkt","personal_use","fisheries","industrial","hygiene","others","created_at","created_by","updated_at","updated_by"
"453","Rydde Gillsvannet (Kajakklubben) ","","7/5/2020 02:00:00","7/5/2020 02:00:00","3","1","10","0","0","4204","42","Kristiansand","Agder","0",,"0",,,,,,,,,,,,"POINT(8.0320402034755 58.1827834425218)","28","16","67","0","90","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"454","Rydde Gillsvannet (Sørvest) ","","7/5/2020 02:00:00","7/5/2020 02:00:00","3","1","1","0","0","4204","42","Kristiansand","Agder","0",,"0",,,,,,,,,,,,"POINT(8.02950084208475 58.1833765399475)","18","2","2","0","1","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"457","Rydde fjæra i Leirosen/Nes","","21/5/2020 02:00:00","21/5/2020 02:00:00","19","35","350","0","1","1822","18","Leirfjord","Nordland","693",,"0",,,,,,,,"1","1","1",,"POINT(13.0520989031381 66.0771360903934)","6","4","6","0","2","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"458","Rydde Raet Nasjonalpark","Norges Dykkeforbund","19/5/2020 02:00:00","30/9/2020 02:00:00","70","0","1542","0","0","4203","42","Arendal","Agder","128453",,"0",,,,,,"1",,,,"1",,"POINT(8.83238251692374 58.4250568699249)","8","200","0","0","14","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"463","Rydde Strandlinjen langs Hjortlandsstemma","Naturvernforbundet Hordaland","28/5/2020 02:00:00","28/5/2020 02:00:00","11","2","20","1","1","4601","46","Bergen","Vestland","0",,"0",,,,"1",,,,,,,,"POINT(5.37795782089236 60.4593552365817)","165","2","15","6","20","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"465","V&I-kartlegging Tyrifjorden - tilgjengelig sted","","19/5/2020 02:00:00","19/5/2020 02:00:00","2","2","20","1","1","3038","30","Hole","Viken","0",,"0",,,,,,"1","1","1",,"1","1","POINT(10.3048956617326 60.0621364180889)","230","8","136","10","59","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"510","Rydde Holmsnesøya SV","","21/5/2020 02:00:00","21/5/2020 02:00:00","4","14","300","0","0","1866","18","Hadsel","Nordland","0",,"0",,,,,,,,,"1","1","1","POINT(14.8232145970645 68.5970975777839)","31","59","15","0","16","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"514","Rydde Levangsvågen","Søndre Helgeland Miljøverk v Forsmo","24/5/2020 02:00:00","16/6/2020 02:00:00","10","8","80","0","1","1822","18","Leirfjord","Nordland","8157",,"1",,,,,,"1","1",,,"1",,"POINT(13.0767287124516 66.1498212543077)","55","30","8","3","2","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"521","Rydde Bankfjæra","","24/5/2020 02:00:00","24/5/2020 02:00:00","15","14","140","1","1","1851","18","Lødingen","Nordland","96",,"0",,,,,,,,,,,,"POINT(16.0013120255404 68.4115706207053)","255","222","19","377","253","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"523","Rydde Kjerkekeila","Ren Kyst","18/5/2020 02:00:00","18/5/2020 02:00:00","1","2","25","0","0","5401","54","Tromsø","Troms og Finnmark","0",,"2",,,,,,,,,,"1",,"POINT(18.0986227809567 69.7350339553248)","46","57","18","4","25","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"544","Rydde Rognholmen","Ren Kyst","1/5/2020 02:00:00","20/5/2020 02:00:00","1","1","18","0","0","5401","54","Tromsø","Troms og Finnmark","65",,"0",,,,,,,,,,,,"POINT(18.4739881543182 69.873714619698)","25","18","6","1","3","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"550","Rydde Kjøpmannsøya","","2/6/2020 02:00:00","3/6/2020 02:00:00","10","30","300","1","1","5421","54","Senja","Troms og Finnmark","2041",,"3",,,,,,,,,,,,"POINT(17.1389421864812 69.4426486587245)","74","45","11","0","3","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"551","Rydde Bøvika","","30/5/2020 02:00:00","3/6/2020 02:00:00","3","8","80","1","1","5421","54","Senja","Troms og Finnmark","31",,"2",,,,,,,,,,,,"POINT(17.2304923832886 69.4695803561334)","67","50","16","0","2","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"552","Rydde Skaland","","30/5/2020 02:00:00","7/6/2020 02:00:00","35","0","400","1","1","5421","54","Senja","Troms og Finnmark","4852",,"2",,,,,,,,,,,,"POINT(17.2966964463436 69.4447153824645)","111","50","53","18","32","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"553","Rydde Finnsæter","","30/5/2020 02:00:00","7/6/2020 02:00:00","25","30","300","1","1","5421","54","Senja","Troms og Finnmark","7519",,"4",,,,,,,,,,,,"POINT(17.2567627847081 69.4127259474152)","53","35","60","0","11","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"559","Rydde Sundvollen","","19/5/2020 02:00:00","19/5/2020 02:00:00","2","2","20","0","0","3038","30","Hole","Viken","66",,"0",,,,,,,,,,,,"POINT(10.3050978784355 60.0620551747178)","207","9","136","12","39","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"587","Rydde i Lavollsfjorden","","4/6/2020 02:00:00","4/6/2020 02:00:00","15","0","800","1","1","5421","54","Senja","Troms og Finnmark","6531",,"3",,,,,,,,,,,,"POINT(17.3290982252045 69.4072965695825)","47","69","8","0","1","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"613","Rydde strandsonen Bardal","","1/5/2020 02:00:00","31/5/2020 02:00:00","3","5","50","0","0","1822","18","Leirfjord","Nordland","273",,"1",,,,,,,,,,,,"POINT(13.3315013662425 66.2301677534929)","27","5","4","0","4","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"614","Rydde Oardanjárga","","24/5/2020 02:00:00","1/7/2020 02:00:00","20","60","1500","0","1","5440","54","Berlevåg","Troms og Finnmark","3021",,"10",,,,"1",,"1",,,,"1",,"POINT(28.9371650214015 70.8831731106657)","10","105","205","30","90","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"624","Lendingen","Reno Vest IKS","21/5/2020 02:00:00","25/5/2020 02:00:00","1","0","340","1","1","1867","18","Bø","Nordland","292",,"0",,,,,,,,,,,,"POINT(14.6178865145955 68.6233824743652)","467","1384","63","0","73","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"738","Rydde ","","30/5/2020 02:00:00","30/5/2020 02:00:00","5","10","100","0","0","3025","30","Asker","Viken","53",,"1",,,,"1",,,,,,,"1","POINT(10.4265801505465 59.5277641749628)","36","29","319","3","113","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"744","Rydde Kjeholmen","Våre Strender","29/5/2020 02:00:00","29/5/2020 02:00:00","4","1","10","0","0","4202","42","Grimstad","Agder","17",,"0",,,"1",,"1","1",,"1",,"1","1","POINT(8.68574835342458 58.3461239583095)","51","55","15","0","62","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"757","Rydde ","Clean Shores Global","30/5/2020 02:00:00","30/5/2020 02:00:00","3","0","6","0","0","4601","46","Bergen","Vestland","39",,"0",,,,,,,,,,,,"POINT(5.21153582107915 60.2600357888508)","25","8","2","7","50","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"761","Rydde Nålneset","","1/6/2020 02:00:00","1/6/2020 02:00:00","2","15","150","1","1","5440","54","Berlevåg","Troms og Finnmark","12215",,"0",,,,,,"1","1","1",,"1",,"POINT(29.395594201059 70.7854064958783)","355","18","150","0","14","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"786","Rydde Hersandvollan","","29/4/2020 02:00:00","3/6/2020 02:00:00","8","15","150","1","1","1866","18","Hadsel","Nordland","0",,"0",,,,,,,,,,,,"POINT(14.7616511453643 68.500465720083)","26","11","14","6","14","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"789","Rydde fjæra fra Leirpollen og ut til Litle Molvik/østsiden av Tanamunningen.","","1/6/2020 02:00:00","30/8/2020 02:00:00","20","0","1400","1","1","5441","54","Tana","Troms og Finnmark","66668",,"12",,,,"1",,"1",,"1",,"1","1","POINT(28.4705404758943 70.5165580450096)","355","540","90","0","96","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"797","Rydde Jørnfjorden","Reno Vest IKS","30/5/2020 02:00:00","1/6/2020 02:00:00","12","12","220","0","0","1867","18","Bø","Nordland","6374",,"12",,,,,,,,,,"1",,"POINT(14.7181288184344 68.6769279454461)","3","112","80","0","29","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"847","Rydde Nordkapp kommune","","2/6/2020 02:00:00","12/6/2020 02:00:00","25","23","230","0","0","5435","54","Nordkapp","Troms og Finnmark","0",,"6",,,,,,,,,,,,"POINT(25.9744591163596 70.9778380498283)","56","65","7","0","6","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"871","Rydde Hertviknesean Bogen","Reno Vest IKS","30/5/2020 02:00:00","8/6/2020 02:00:00","2","3","30","1","1","1867","18","Bø","Nordland","1443",,"1",,,,"1",,,,,,"1",,"POINT(14.7287045141299 68.6839365282952)","13","34","16","0","17","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"874","Rydde Sør-Åborneset,","Hold Norge Rent","10/6/2020 02:00:00","10/6/2020 02:00:00","8","29","500","1","1","5423","54","Karlsøy","Troms og Finnmark","53",,"0","1",,,,,,,"1",,"1","1","POINT(19.4129602778678 69.8694089634167)","32","84","63","3","30","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"887","Rydde  Sørbø stranda","Clean Shores Global","8/6/2020 02:00:00","8/6/2020 02:00:00","4","6","200","0","0","1146","11","Tysvær","Rogaland","1944",,"1",,,,"1",,,,,,,,"POINT(5.69851016594191 59.2727439790089)","112","170","213","28","157","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"888","Rydde Sømmevågen","Clean Shores Global","10/6/2020 02:00:00","10/6/2020 02:00:00","1","7","100","1","1","1124","11","Sola","Rogaland","440",,"0",,,,,,,,,,,,"POINT(5.6406522310854 58.8968913029824)","105","82","110","29","35","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"922","Industristrand risavik/båtstad","Clean Shores Global","8/4/2020 02:00:00","8/4/2020 02:00:00","1","5","50","0","0","1124","11","Sola","Rogaland","0",,"4",,,,,,,,,,,,"POINT(5.60205935193353 58.9306978476082)","198","60","56","23","28","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"926","Malnesfjorden ","","11/6/2020 02:00:00","12/6/2020 02:00:00","30","110","1100","1","1","1867","18","Bø","Nordland","17161",,"0",,,,"1",,"1","1","1",,"1","1","POINT(14.6119830488407 68.7926411976755)","126","129","71","0","65","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"931","Rydde Synnevågen","","10/6/2020 02:00:00","11/6/2020 02:00:00","3","1","10","0","0","4632","46","Austrheim","Vestland","637",,"0",,,,,,,,,,,,"POINT(4.97791794239594 60.7778244499013)","8","20","1","0","30","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"934","Rydde Sømsbrygga - Sømmevågen vest","Clean Shores Global","12/6/2020 02:00:00","12/6/2020 02:00:00","1","6","60","1","1","1124","11","Sola","Rogaland","348",,"3",,,,,,,,,,,,"POINT(5.63239817114794 58.8996826110502)","119","73","170","26","54","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"948","Rydde ","","13/6/2020 02:00:00","14/6/2020 02:00:00","4","1","10","1","1","5411","54","Kvæfjord","Troms og Finnmark","0",,"0",,,,,,"1",,,"1","1",,"POINT(16.1268451792507 68.6439897957423)","9","5","2","0","5","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"953","Rydde Nibbastranda","Clean Shores Global","15/6/2020 02:00:00","15/6/2020 02:00:00","1","9","140","1","1","1124","11","Sola","Rogaland","1248",,"2",,,,,,,,,,,,"POINT(5.64289763642723 58.8984672043767)","144","95","107","32","26","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"962","Rydde fra Gjæverneset og nord mot Langnes, Grindneset, under Sandnessund brua og mot der flyplassen har gjerde.","","25/4/2020 02:00:00","10/6/2020 02:00:00","2","68","680","0","0","5401","54","Tromsø","Troms og Finnmark","3383",,"0",,,,,,,"1",,,,,"POINT(18.9085018369255 69.6718980610223)","1504","271","345","564","994","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"983","Rydde ","","3/7/2020 02:00:00","5/7/2020 02:00:00","11","45","450","1","1","5401","54","Tromsø","Troms og Finnmark","10275",,"2",,,,,,"1",,,,"1",,"POINT(18.5558873565021 69.9245924024191)","34","137","8","0","13","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"986","Strand Forsand","NJFF Rogaland","13/6/2020 02:00:00","13/6/2020 02:00:00","2","5","70","0","0","1108","11","Sandnes","Rogaland","311",,"2",,,,,,,,,,,,"POINT(6.08656000017571 58.9008315183378)","33","6","11","0","22","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"987","Rydde Djupasund","NJFF Rogaland","24/5/2020 02:00:00","24/5/2020 02:00:00","15","14","400","0","0","1133","11","Hjelmeland","Rogaland","962",,"0",,,,,,,,,,,,"POINT(6.00577168832537 59.1763779898292)","49","242","662","0","103","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"995","Rydde Møllebukta","Clean Shores Global","17/6/2020 02:00:00","17/6/2020 02:00:00","8","5","50","1","1","1103","11","Stavanger","Rogaland","1994",,"2",,,,,,,,,,,,"POINT(5.67194724659941 58.9418366003143)","323","35","93","70","52","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"996","Rydde Sømsbrygga - Sømmevågen Vest","Clean Shores Global","19/6/2020 02:00:00","19/6/2020 02:00:00","1","4","140","1","1","1124","11","Sola","Rogaland","407",,"2",,,,,,,,,,,,"POINT(5.63313789615507 58.8981370809545)","337","32","114","34","59","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"999","Rydde Folkestadstranda","Clean Shores Global","17/5/2020 02:00:00","18/6/2020 02:00:00","1","10","100","1","1","1577","15","Volda","Møre og Romsdal","1400",,"2",,,,,,,,,,,,"POINT(6.03465549531186 62.1178366897393)","109","45","41","21","11","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"1002","Rydde Strandastø (Hundsnes)","Clean Shores Global","22/6/2020 02:00:00","22/6/2020 02:00:00","2","7","100","1","1","1130","11","Strand","Rogaland","431",,"3",,,,,,,,,,,,"POINT(5.92397472633557 59.0449799687688)","271","78","10193","39","104","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"1012","Rydde Vågsøya","","18/5/2020 02:00:00","29/5/2020 02:00:00","6","5","50","0","0","4602","46","Kinn","Vestland","523",,"2",,,,,,,,,,,,"POINT(5.01083905212013 61.4873088827626)","40","17","15","0","3","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"1014","Rydde Yksnøya","","1/5/2020 02:00:00","1/5/2020 02:00:00","5","2","20","0","0","4602","46","Kinn","Vestland","22",,"0",,,,,,,,,,,,"POINT(5.02534590995644 61.5024239409649)","27","9","7","0","2","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"1017","Fra Bryn til Svartdalsparken","Hold Norge Rent","15/6/2020 02:00:00","15/6/2020 02:00:00","13","10","103","0","0","301","3","Oslo","Oslo","1223",,"0",,,"1","1",,,,,,,"1","POINT(10.8141721360257 59.9075968998123)","299","2","153","84","131","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"1019","Rydde Prestabergetstranda - Sømmevågen Vvest","Clean Shores Global","24/6/2020 02:00:00","24/6/2020 02:00:00","4","7","170","1","1","1124","11","Sola","Rogaland","2214",,"2",,,,,,,,,,,,"POINT(5.62965232559521 58.9022551883333)","334","95","88","59","264","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"1021","Rydde Eidsvågen","Clean Shores Global","1/6/2020 02:00:00","8/6/2020 02:00:00","1","1","10","0","0","4601","46","Bergen","Vestland","27",,"0",,,,"1","1",,,"1",,"1",,"POINT(5.29090015401285 60.2233218115206)","16","8","13","2","10","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"1024","Rydde Sluppenbrua","Hold Norge Rent","4/6/2020 02:00:00","4/6/2020 02:00:00","2","0","4","0","0","5001","50","Trondheim","Trøndelag","0",,"0",,,,,,,,,,,,"POINT(10.3855780587128 63.3951773901581)","259","2","55","3","71","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"1043","Rydde Hundsnesstranda","Clean Shores Global","26/6/2020 02:00:00","26/6/2020 02:00:00","2","3","30","1","1","1133","11","Hjelmeland","Rogaland","491",,"1",,,,,,,,,,,,"POINT(6.12402846524811 59.2185203343155)","78","56","77","14","103","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"1044","Rydde Grimstad","Våre Strender","26/6/2020 02:00:00","26/6/2020 02:00:00","6","0","300","1","1","4202","42","Grimstad","Agder","138",,"0",,,,,,,,,,,,"POINT(8.61452990922191 58.3635506921401)","42","12","15","3","1","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"1054","Rydde Norlysstranda","Clean Shores Global","29/6/2020 02:00:00","29/6/2020 02:00:00","1","6","80","1","1","1130","11","Strand","Rogaland","427",,"1",,,,,,,,,,,,"POINT(6.02101847174579 59.0236196239158)","219","74","1071","28","2","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"1100","Fjærvollsanden","Reno Vest IKS","28/5/2020 02:00:00","28/5/2020 02:00:00","22","0","320","0","0","1867","18","Bø","Nordland","1156",,"0",,,,,,,,,,,,"POINT(14.4720534198228 68.6669438391589)","52","810","22","2","30","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"1101","Gimstadsjøen","Reno Vest IKS","25/5/2020 02:00:00","26/5/2020 02:00:00","4","0","160","0","0","1867","18","Bø","Nordland","0",,"1",,,,,,,,,,,,"POINT(14.4341393480111 68.6382094483799)","111","44","13","0","101","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"1105","Rydde Fjellsstranda, Jørpeland","Clean Shores Global","4/9/2020 02:00:00","4/9/2020 02:00:00","1","5","60","1","1","1130","11","Strand","Rogaland","28",,"4",,,,,,,,,,,,"POINT(6.02928282265435 59.0222146830397)","196","99","311","44","63","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"1106","Rydde fra Steinnespola til plastfabrikken","Rent Hav Helgeland","27/6/2020 02:00:00","29/6/2020 02:00:00","1","0","15","0","0","1833","18","Rana","Nordland","432",,"0",,,"1","1",,"1","1",,,,"1","POINT(14.0923263460964 66.3252391703263)","476","83","172","59","209","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"1107","Rydde Naustvika på Måløya","","28/6/2020 02:00:00","28/6/2020 02:00:00","4","12","120","0","0","1515","15","Herøy","Møre og Romsdal","0",,"0",,,,,,,,,,,"1","POINT(5.8335684781011 62.2308243394782)","131","55","123","0","8","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"1110","Rydde fjøra Giskeøya","Plastfritt Hav","30/6/2020 02:00:00","30/6/2020 02:00:00","44","67","670","1","1","1532","15","Giske","Møre og Romsdal","2100",,"2","0","0","0","0","0","0","0","0","0","0","0","POINT(6.06296529018893 62.5110539753631)","226","48","97","12","7","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"1141","Rydde Lyngøy","","2/6/2020 02:00:00","20/6/2020 02:00:00","3","2","20","0","0","5401","54","Tromsø","Troms og Finnmark","806",,"0",,,,,,,,,,,,"POINT(18.581366425904 70.02384190213)","19","11","5","0","7","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"1156","Rydde Kråkenesvika","","7/7/2020 02:00:00","7/7/2020 02:00:00","4","6","160","0","1","5402","54","Harstad","Troms og Finnmark","1837",,"0",,,,"1",,,,,"1","1","1","POINT(16.6744992287829 68.9611636297068)","20","31","100","6","18","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"1182","Rydde Blåskjellveien","","6/7/2020 02:00:00","6/7/2020 02:00:00","1","2","20","0","0","5402","54","Harstad","Troms og Finnmark","28",,"0",,,,,,,,,,,,"POINT(16.5718979810405 68.7575951308603)","2","2","1","0","1","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"1190","Åkentokilen fra Bjønnengbekken til Rotemyr","","19/5/2020 02:00:00","6/7/2020 02:00:00","1","0","450","0","0","3003","30","Sarpsborg","Viken","282",,"5",,,,"1",,,,"1",,,"1","POINT(11.2154460897159 59.146957929694)","135","55","70","5","67","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"1201","Rydde Mjølvika","Clean Shores Global","8/7/2020 02:00:00","8/7/2020 02:00:00","1","5","70","1","1","1577","15","Volda","Møre og Romsdal","864",,"3",,,,,,,,,,,,"POINT(6.08190852372528 62.0562801066672)","45","36","31","13","44","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"1220","Rydde Kjøremsskardet","","8/7/2020 02:00:00","9/7/2020 02:00:00","2","1","15","0","1","5058","50","Åfjord","Trøndelag","36",,"2",,,,,,,,"1",,"1",,"POINT(9.98801798086192 63.8917548447239)","7","26","7","0","10","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"1229","Rydde Skjersvikneset","","10/7/2020 02:00:00","10/7/2020 02:00:00","2","0","19","1","1","1857","18","Værøy","Nordland","0",,"0",,"1",,,,,,,,,,"POINT(12.7087737310194 67.6691503313911)","23","244","17","2","97","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"1238","Rydde Kirkeviga","","12/7/2020 02:00:00","12/7/2020 02:00:00","9","2","20","0","0","4205","42","Lindesnes","Agder","0",,"0",,,,,,,,,,,,"POINT(7.50756286537801 58.0002329440982)","13","76","22","10","51","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"1240","Rydde Kjells strand","","7/6/2020 02:00:00","9/7/2020 02:00:00","1","5","50","0","0","1507","15","Ålesund","Møre og Romsdal","0",,"1",,,,,,,,,,"1","1","POINT(6.471333125918 62.5027027796036)","23","29","336","9","501","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"1241","Rydde Onilsavatnet","","4/7/2020 02:00:00","4/7/2020 02:00:00","3","1","10","0","0","1578","15","Fjord","Møre og Romsdal","0",,"0",,,,,,"1",,,"1",,,"POINT(7.42808554434636 62.2201849894961)","4","2","4","0","8","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"1251","Rydde Tårnevika","Fjordane Friluftsråd","13/7/2020 02:00:00","13/7/2020 02:00:00","9","5","50","0","0","4636","46","Solund","Vestland","21",,"0",,,,,,,,,,,,"POINT(4.82580032994915 61.0703352583485)","2","5","5","0","4","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"1256","Rydde Storeleira, Stryn sentrum","Clean Shores Global","12/7/2020 02:00:00","13/7/2020 02:00:00","2","3","130","1","1","4651","46","Stryn","Vestland","320",,"1",,,,,,,,,,,,"POINT(6.70320506573131 61.9012771678563)","150","33","53","31","102","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"1276","Rydde Kjeholmen","","15/7/2020 02:00:00","15/7/2020 02:00:00","3","0","30","0","0","1507","15","Ålesund","Møre og Romsdal","68",,"0",,,,,,"0",,"1",,,,"POINT(6.5185891094259 62.5161799281714)","10","3","5","0","15","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"1278","Totalrydding av Synnfjorden ","Hold Innlandet Rent","30/6/2020 02:00:00","30/6/2020 02:00:00","15","0","50","0","0","3448","34","Nordre Land","Innlandet","134",,"0",,,,,,,,,,,,"POINT(9.89259867331948 61.113263132586)","15","12","138","0","65","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"1279","Rydde fra Sagvika/Myrvoll til Ånes","Hold Innlandet Rent","15/4/2020 02:00:00","15/4/2020 02:00:00","2","0","30","0","0","3447","34","Søndre Land","Innlandet","13",,"1",,,,,,,,,,,,"POINT(10.2138438149284 60.8011535033457)","21","5","14","2","21","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"1280","Rydde Homslivegen langs veien- gammel villfylling landbasert søppel","Hold Innlandet Rent","14/5/2020 02:00:00","14/5/2020 02:00:00","2","0","71","0","0","3447","34","Søndre Land","Innlandet","0",,"0",,,,,,,,,,,,"POINT(10.219303177624 60.8144067199961)","1","1","1","1","5","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
